doc_id,source_file,candidates_seen,demoted_count,table_caption_before,table_caption_after,figure_caption_before,figure_caption_after,skipped_eval_only_noise,skipped_uncertain,skipped_manual_pdf_check,skipped_rule_guard
doc_0471,doc_0471.pdf,0,0,0,0,7,7,0,0,0,0
doc_0472,doc_0472.pdf,0,0,1,1,6,6,0,0,0,0
doc_0473,doc_0473.pdf,1,0,1,1,6,6,1,0,0,0
doc_0474,doc_0474.pdf,0,0,2,2,10,10,0,0,0,0
doc_0475,doc_0475.pdf,0,0,2,2,7,7,0,0,0,0
doc_0476,doc_0476.pdf,0,0,0,0,6,6,0,0,0,0
doc_0477,doc_0477.pdf,0,0,1,1,5,5,0,0,0,0
doc_0478,doc_0478.pdf,0,0,0,0,0,0,0,0,0,0
doc_0479,doc_0479.pdf,0,0,0,0,4,4,0,0,0,0
doc_0480,doc_0480.pdf,0,0,4,4,6,6,0,0,0,0
doc_0481,doc_0481.pdf,1,0,1,1,6,6,0,0,0,0
doc_0482,doc_0482.pdf,0,0,3,3,4,4,0,0,0,0
doc_0483,doc_0483.pdf,0,0,1,1,1,1,0,0,0,0
doc_0484,doc_0484.pdf,3,0,3,3,14,14,2,1,0,0
doc_0485,doc_0485.pdf,0,0,6,6,7,7,0,0,0,0
doc_0486,doc_0486.pdf,0,0,0,0,9,9,0,0,0,0
doc_0487,doc_0487.pdf,0,0,0,0,3,3,0,0,0,0
doc_0488,doc_0488.pdf,0,0,1,1,4,4,0,0,0,0
doc_0489,doc_0489.pdf,0,0,0,0,0,0,0,0,0,0
doc_0490,doc_0490.pdf,1,0,1,1,4,4,0,0,0,0
doc_0491,doc_0491.pdf,0,0,0,0,4,4,0,0,0,0
doc_0492,doc_0492.pdf,0,0,0,0,4,4,0,0,0,0
doc_0493,doc_0493.pdf,0,0,3,3,0,0,0,0,0,0
doc_0494,doc_0494.pdf,2,0,0,0,7,7,2,0,0,0
doc_0495,doc_0495.pdf,0,0,1,1,6,6,0,0,0,0
doc_0496,doc_0496.pdf,1,0,6,6,12,12,1,0,0,0
doc_0497,doc_0497.pdf,0,0,0,0,0,0,0,0,0,0
doc_0498,doc_0498.pdf,0,0,0,0,0,0,0,0,0,0
doc_0499,doc_0499.pdf,0,0,1,1,3,3,0,0,0,0
doc_0500,doc_0500.pdf,0,0,1,1,7,7,0,0,0,0
doc_0501,doc_0501.pdf,0,0,0,0,6,6,0,0,0,0
doc_0502,doc_0502.pdf,0,0,1,1,6,6,0,0,0,0
doc_0503,doc_0503.pdf,0,0,1,1,10,10,0,0,0,0
doc_0504,doc_0504.pdf,0,0,0,0,1,1,0,0,0,0
doc_0505,doc_0505.pdf,0,0,0,0,3,3,0,0,0,0
doc_0506,doc_0506.pdf,0,0,2,2,6,6,0,0,0,0
doc_0507,doc_0507.pdf,0,0,0,0,4,4,0,0,0,0
doc_0508,doc_0508.pdf,0,0,1,1,0,0,0,0,0,0
doc_0509,doc_0509.pdf,2,0,2,2,1,1,0,2,0,0
doc_0511,doc_0511.pdf,0,0,1,1,5,5,0,0,0,0
doc_0513,doc_0513.pdf,0,0,0,0,8,8,0,0,0,0
doc_0514,doc_0514.pdf,0,0,1,1,7,7,0,0,0,0
doc_0515,doc_0515.pdf,1,0,2,2,8,8,1,0,0,0
doc_0516,doc_0516.pdf,1,0,1,1,8,8,1,0,0,0
doc_0517,doc_0517.pdf,0,0,0,0,7,7,0,0,0,0
doc_0519,doc_0519.pdf,0,0,0,0,0,0,0,0,0,0
doc_0520,doc_0520.pdf,0,0,1,1,13,13,0,0,0,0
doc_0521,doc_0521.pdf,0,0,0,0,1,1,0,0,0,0
doc_0522,doc_0522.pdf,0,0,1,1,1,1,0,0,0,0
doc_0523,doc_0523.pdf,0,0,1,1,5,5,0,0,0,0
doc_0524,doc_0524.pdf,0,0,0,0,6,6,0,0,0,0
doc_0525,doc_0525.pdf,0,0,1,1,5,5,0,0,0,0
doc_0526,doc_0526.pdf,0,0,0,0,0,0,0,0,0,0
doc_0527,doc_0527.pdf,0,0,0,0,5,5,0,0,0,0
doc_0528,doc_0528.pdf,0,0,1,1,10,10,0,0,0,0
doc_0529,doc_0529.pdf,0,0,1,1,10,10,0,0,0,0
doc_0530,doc_0530.pdf,0,0,2,2,7,7,0,0,0,0
doc_0531,doc_0531.pdf,0,0,0,0,4,4,0,0,0,0
doc_0532,doc_0532.pdf,0,0,2,2,6,6,0,0,0,0
doc_0534,doc_0534.pdf,0,0,0,0,6,6,0,0,0,0
doc_0535,doc_0535.pdf,0,0,1,1,1,1,0,0,0,0
doc_0536,doc_0536.pdf,0,0,0,0,0,0,0,0,0,0
doc_0537,doc_0537.pdf,0,0,0,0,1,1,0,0,0,0
doc_0538,doc_0538.pdf,0,0,0,0,0,0,0,0,0,0
doc_0539,doc_0539.pdf,0,0,0,0,0,0,0,0,0,0
doc_0540,doc_0540.pdf,0,0,0,0,1,1,0,0,0,0
doc_0541,doc_0541.pdf,0,0,0,0,1,1,0,0,0,0
doc_0542,doc_0542.pdf,0,0,0,0,1,1,0,0,0,0
doc_0543,doc_0543.pdf,0,0,1,1,0,0,0,0,0,0
doc_0544,doc_0544.pdf,0,0,0,0,1,1,0,0,0,0
doc_0545,doc_0545.pdf,0,0,0,0,1,1,0,0,0,0
doc_0546,doc_0546.pdf,0,0,0,0,0,0,0,0,0,0
doc_0547,doc_0547.pdf,0,0,0,0,0,0,0,0,0,0
doc_0548,doc_0548.pdf,0,0,5,5,0,0,0,0,0,0
doc_0549,doc_0549.pdf,0,0,0,0,0,0,0,0,0,0
doc_0550,doc_0550.pdf,0,0,0,0,1,1,0,0,0,0
doc_0551,doc_0551.pdf,0,0,0,0,0,0,0,0,0,0
doc_0552,doc_0552.pdf,0,0,2,2,6,6,0,0,0,0
doc_0553,doc_0553.pdf,0,0,1,1,4,4,0,0,0,0
doc_0554,doc_0554.pdf,0,0,0,0,0,0,0,0,0,0
doc_0555,doc_0555.pdf,0,0,1,1,3,3,0,0,0,0
doc_0556,doc_0556.pdf,0,0,0,0,0,0,0,0,0,0
doc_0557,doc_0557.pdf,0,0,0,0,0,0,0,0,0,0
doc_0558,doc_0558.pdf,0,0,0,0,0,0,0,0,0,0
doc_0559,doc_0559.pdf,0,0,3,3,2,2,0,0,0,0
doc_0560,doc_0560.pdf,0,0,0,0,0,0,0,0,0,0
doc_0561,doc_0561.pdf,0,0,0,0,0,0,0,0,0,0
doc_0562,doc_0562.pdf,0,0,0,0,0,0,0,0,0,0
doc_0563,doc_0563.pdf,0,0,0,0,0,0,0,0,0,0
doc_0564,doc_0564.pdf,0,0,0,0,0,0,0,0,0,0
doc_0565,doc_0565.pdf,0,0,2,2,0,0,0,0,0,0
doc_0566,doc_0566.pdf,0,0,0,0,0,0,0,0,0,0
doc_0567,doc_0567.pdf,0,0,0,0,0,0,0,0,0,0
doc_0568,doc_0568.pdf,0,0,0,0,0,0,0,0,0,0
doc_0569,doc_0569.pdf,0,0,0,0,0,0,0,0,0,0
doc_0570,doc_0570.pdf,0,0,0,0,1,1,0,0,0,0
doc_0571,doc_0571.pdf,0,0,2,2,2,2,0,0,0,0
doc_0572,doc_0572.pdf,0,0,0,0,0,0,0,0,0,0
doc_0573,doc_0573.pdf,0,0,1,1,6,6,0,0,0,0
doc_0574,doc_0574.pdf,0,0,0,0,4,4,0,0,0,0
doc_0575,doc_0575.pdf,0,0,0,0,0,0,0,0,0,0
doc_0576,doc_0576.pdf,5,0,0,0,6,6,5,0,0,0
doc_0577,doc_0577.pdf,0,0,2,2,8,8,0,0,0,0
doc_0578,doc_0578.pdf,0,0,0,0,0,0,0,0,0,0
doc_0579,doc_0579.pdf,0,0,0,0,5,5,0,0,0,0
doc_0580,doc_0580.pdf,0,0,2,2,6,6,0,0,0,0
doc_0581,doc_0581.pdf,0,0,0,0,0,0,0,0,0,0
doc_0582,doc_0582.pdf,0,0,2,2,1,1,0,0,0,0
doc_0583,doc_0583.pdf,0,0,0,0,0,0,0,0,0,0
doc_0584,doc_0584.pdf,0,0,1,1,2,2,0,0,0,0
doc_0585,doc_0585.pdf,0,0,0,0,2,2,0,0,0,0
doc_0586,doc_0586.pdf,0,0,0,0,2,2,0,0,0,0
doc_0587,doc_0587.pdf,0,0,0,0,7,7,0,0,0,0
doc_0588,doc_0588.pdf,0,0,0,0,3,3,0,0,0,0
doc_0589,doc_0589.pdf,0,0,2,2,0,0,0,0,0,0
doc_0590,doc_0590.pdf,0,0,0,0,6,6,0,0,0,0
doc_0591,doc_0591.pdf,0,0,1,1,3,3,0,0,0,0
doc_0592,doc_0592.pdf,0,0,0,0,4,4,0,0,0,0
doc_0593,doc_0593.pdf,0,0,1,1,3,3,0,0,0,0
doc_0594,doc_0594.pdf,0,0,0,0,7,7,0,0,0,0
doc_0595,doc_0595.pdf,0,0,4,4,2,2,0,0,0,0
doc_0596,doc_0596.pdf,0,0,2,2,2,2,0,0,0,0
doc_0597,doc_0597.pdf,0,0,2,2,8,8,0,0,0,0
doc_0598,doc_0598.pdf,0,0,1,1,3,3,0,0,0,0
doc_0599,doc_0599.pdf,0,0,0,0,0,0,0,0,0,0
doc_0600,doc_0600.pdf,1,0,1,1,7,7,0,0,0,0
doc_0601,doc_0601.pdf,0,0,0,0,0,0,0,0,0,0
doc_0602,doc_0602.pdf,0,0,0,0,1,1,0,0,0,0
doc_0603,doc_0603.pdf,0,0,0,0,0,0,0,0,0,0
doc_0604,doc_0604.pdf,0,0,1,1,0,0,0,0,0,0
doc_0605,doc_0605.pdf,0,0,0,0,0,0,0,0,0,0
doc_0606,doc_0606.pdf,0,0,0,0,0,0,0,0,0,0
doc_0607,doc_0607.pdf,0,0,3,3,6,6,0,0,0,0
doc_0608,doc_0608.pdf,0,0,0,0,0,0,0,0,0,0
doc_0609,doc_0609.pdf,0,0,0,0,0,0,0,0,0,0
doc_0610,doc_0610.pdf,0,0,0,0,0,0,0,0,0,0
doc_0611,doc_0611.pdf,0,0,3,3,0,0,0,0,0,0
doc_0612,doc_0612.pdf,0,0,0,0,0,0,0,0,0,0
doc_0613,doc_0613.pdf,2,0,5,5,3,3,2,0,0,0
doc_0614,doc_0614.pdf,0,0,0,0,10,10,0,0,0,0
doc_0615,doc_0615.pdf,0,0,0,0,1,1,0,0,0,0
doc_0616,doc_0616.pdf,0,0,0,0,1,1,0,0,0,0
doc_0617,doc_0617.pdf,2,0,6,6,15,15,2,0,0,0
doc_0618,doc_0618.pdf,0,0,2,2,8,8,0,0,0,0
doc_0619,doc_0619.pdf,0,0,0,0,1,1,0,0,0,0
doc_0620,doc_0620.pdf,0,0,0,0,2,2,0,0,0,0
doc_0621,doc_0621.pdf,0,0,0,0,0,0,0,0,0,0
doc_0622,doc_0622.pdf,0,0,1,1,0,0,0,0,0,0
doc_0623,doc_0623.pdf,0,0,0,0,0,0,0,0,0,0
doc_0624,doc_0624.pdf,0,0,1,1,11,11,0,0,0,0
doc_0625,doc_0625.pdf,0,0,0,0,0,0,0,0,0,0
doc_0626,doc_0626.pdf,0,0,0,0,0,0,0,0,0,0
doc_0627,doc_0627.pdf,0,0,1,1,1,1,0,0,0,0
doc_0628,doc_0628.pdf,0,0,0,0,0,0,0,0,0,0
doc_0629,doc_0629.pdf,0,0,0,0,0,0,0,0,0,0
doc_0630,doc_0630.pdf,0,0,0,0,0,0,0,0,0,0
doc_0631,doc_0631.pdf,1,0,2,2,10,10,1,0,0,0
doc_0632,doc_0632.pdf,0,0,0,0,0,0,0,0,0,0
doc_0633,doc_0633.pdf,0,0,0,0,6,6,0,0,0,0
doc_0634,doc_0634.pdf,0,0,0,0,1,1,0,0,0,0
doc_0635,doc_0635.pdf,0,0,0,0,7,7,0,0,0,0
doc_0636,doc_0636.pdf,0,0,0,0,0,0,0,0,0,0
doc_0637,doc_0637.pdf,0,0,1,1,8,8,0,0,0,0
doc_0638,doc_0638.pdf,0,0,0,0,0,0,0,0,0,0
doc_0639,doc_0639.pdf,0,0,0,0,5,5,0,0,0,0
doc_0640,doc_0640.pdf,0,0,1,1,9,9,0,0,0,0
doc_0641,doc_0641.pdf,2,0,3,3,8,8,2,0,0,0
doc_0642,doc_0642.pdf,0,0,0,0,1,1,0,0,0,0
doc_0643,doc_0643.pdf,0,0,0,0,4,4,0,0,0,0
doc_0644,doc_0644.pdf,0,0,5,5,9,9,0,0,0,0
doc_0645,doc_0645.pdf,0,0,0,0,8,8,0,0,0,0
doc_0646,doc_0646.pdf,0,0,0,0,0,0,0,0,0,0
doc_0647,doc_0647.pdf,0,0,0,0,0,0,0,0,0,0
doc_0648,doc_0648.pdf,0,0,0,0,2,2,0,0,0,0
doc_0649,doc_0649.pdf,0,0,0,0,3,3,0,0,0,0
doc_0650,doc_0650.pdf,0,0,0,0,2,2,0,0,0,0
doc_0651,doc_0651.pdf,0,0,0,0,0,0,0,0,0,0
doc_0652,doc_0652.pdf,0,0,0,0,0,0,0,0,0,0
doc_0653,doc_0653.pdf,0,0,0,0,7,7,0,0,0,0
doc_0654,doc_0654.pdf,0,0,0,0,0,0,0,0,0,0
doc_0655,doc_0655.pdf,0,0,0,0,0,0,0,0,0,0
doc_0656,doc_0656.pdf,0,0,0,0,2,2,0,0,0,0
doc_0657,doc_0657.pdf,0,0,0,0,0,0,0,0,0,0
doc_0658,doc_0658.pdf,0,0,0,0,0,0,0,0,0,0
doc_0659,doc_0659.pdf,0,0,1,1,0,0,0,0,0,0
doc_0660,doc_0660.pdf,0,0,2,2,8,8,0,0,0,0
doc_0662,doc_0662.pdf,0,0,0,0,5,5,0,0,0,0
doc_0663,doc_0663.pdf,0,0,0,0,5,5,0,0,0,0
doc_0664,doc_0664.pdf,0,0,0,0,3,3,0,0,0,0
doc_0665,doc_0665.pdf,0,0,0,0,2,2,0,0,0,0
doc_0666,doc_0666.pdf,0,0,0,0,0,0,0,0,0,0
doc_0667,doc_0667.pdf,0,0,0,0,7,7,0,0,0,0
doc_0668,doc_0668.pdf,0,0,0,0,5,5,0,0,0,0
doc_0669,doc_0669.pdf,0,0,0,0,0,0,0,0,0,0
doc_0670,doc_0670.pdf,0,0,3,3,7,7,0,0,0,0
doc_0672,doc_0672.pdf,1,0,1,1,8,8,0,1,0,0
doc_0673,doc_0673.pdf,0,0,0,0,3,3,0,0,0,0
doc_0674,doc_0674.pdf,0,0,3,3,5,5,0,0,0,0
doc_0675,doc_0675.pdf,0,0,1,1,5,5,0,0,0,0
doc_0676,doc_0676.pdf,0,0,2,2,6,6,0,0,0,0
doc_0677,doc_0677.pdf,0,0,1,1,4,4,0,0,0,0
doc_0678,doc_0678.pdf,0,0,0,0,4,4,0,0,0,0
doc_0680,doc_0680.pdf,0,0,0,0,5,5,0,0,0,0
doc_0681,doc_0681.pdf,0,0,0,0,6,6,0,0,0,0
doc_0682,doc_0682.pdf,0,0,0,0,2,2,0,0,0,0
doc_0684,doc_0684.pdf,1,0,1,1,8,8,1,0,0,0
doc_0685,doc_0685.pdf,1,0,0,0,7,7,0,0,1,0
doc_0686,doc_0686.pdf,0,0,1,1,7,7,0,0,0,0
doc_0687,doc_0687.pdf,0,0,3,3,4,4,0,0,0,0
doc_0688,doc_0688.pdf,4,0,6,6,5,5,4,0,0,0
doc_0689,doc_0689.pdf,0,0,1,1,0,0,0,0,0,0
doc_0690,doc_0690.pdf,0,0,0,0,0,0,0,0,0,0
doc_0691,doc_0691.pdf,0,0,0,0,1,1,0,0,0,0
doc_0692,doc_0692.pdf,0,0,0,0,0,0,0,0,0,0
doc_0693,doc_0693.pdf,0,0,0,0,0,0,0,0,0,0
doc_0694,doc_0694.pdf,0,0,0,0,1,1,0,0,0,0
doc_0695,doc_0695.pdf,0,0,1,1,1,1,0,0,0,0
doc_0696,doc_0696.pdf,0,0,0,0,0,0,0,0,0,0
doc_0697,doc_0697.pdf,0,0,0,0,3,3,0,0,0,0
doc_0698,doc_0698.pdf,0,0,0,0,4,4,0,0,0,0
doc_0699,doc_0699.pdf,0,0,0,0,0,0,0,0,0,0
doc_0700,doc_0700.pdf,0,0,0,0,0,0,0,0,0,0
doc_0701,doc_0701.pdf,0,0,0,0,0,0,0,0,0,0
doc_0702,doc_0702.pdf,0,0,0,0,0,0,0,0,0,0
doc_0703,doc_0703.pdf,0,0,3,3,0,0,0,0,0,0
doc_0704,doc_0704.pdf,0,0,0,0,0,0,0,0,0,0
doc_0705,doc_0705.pdf,0,0,0,0,0,0,0,0,0,0
doc_0706,doc_0706.pdf,0,0,0,0,2,2,0,0,0,0
doc_0707,doc_0707.pdf,0,0,2,2,5,5,0,0,0,0
doc_0708,doc_0708.pdf,0,0,0,0,1,1,0,0,0,0
