doc_id,block_id,caption_text,protect_reason,found_block_type_after,found_text_after,preserved,source
doc_0007,p6_b0128,Table 2. Yuroff et al.,short_caption_with_semantic_anchor,table_caption,Table 2. Yuroff et al.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0045,p2_b0021,"Table 1 | Humanization of N-glycans in P. pastoris. Selected stud- ies focusing on the humanization of the N-glycans on P. pastoris derived glycoproteins. Bmt, b-mannosyltransferase; Mns, manno- sidase; GnT, b-N-acetylglucosaminyltransferase; UDP-GlcNAc, uridine diphosphate-N-acetylglucosamine; OCH1, outer chain elongation gene 1 content",approved_eval_target_chunk,table_caption,"Table 1 | Humanization of N-glycans in P. pastoris. Selected stud- ies focusing on the humanization of the N-glycans on P. pastoris derived glycoproteins. Bmt, b-mannosyltransferase; Mns, manno- sidase; GnT, b-N-acetylglucosaminyltransferase; UDP-GlcNAc, uridine diphosphate-N-acetylglucosamine; OCH1, outer chain elongation gene 1 content",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0071,p10_b0084,Table S1. The primers were shown in Table S2.,short_caption_with_semantic_anchor,table_caption,Table S1. The primers were shown in Table S2.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0090,p24_b0299,Table 7. GEFIs for measuring kinase activity. blueAKAR cpBFP PKA substrate/ FHA1 from AKAR −21% blueCKAR cpBFP −23% cyan-sinphos cpECFP −10% green-sinphos ExRai-AKAR PKA 185% ExRai-CKAR 155% ExRai-AktAR PKB activity PKB 93% yellow-sinphos cpCitrine sapphireAKAR cp-T-sapphire PKA −25% sapphireCKAR cp-T-sapphire −33% The raw colors refer to the colors of fluorescent proteins used as reporter domains.,approved_eval_target_chunk,table_caption,Table 7. GEFIs for measuring kinase activity. blueAKAR cpBFP PKA substrate/ FHA1 from AKAR −21% blueCKAR cpBFP −23% cyan-sinphos cpECFP −10% green-sinphos ExRai-AKAR PKA 185% ExRai-CKAR 155% ExRai-AktAR PKB activity PKB 93% yellow-sinphos cpCitrine sapphireAKAR cp-T-sapphire PKA −25% sapphireCKAR cp-T-sapphire −33% The raw colors refer to the colors of fluorescent proteins used as reporter domains.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0110,p13_b0088,TABLE 1 Primers used in this study,short_caption_with_semantic_anchor,table_caption,TABLE 1 Primers used in this study,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0125,p8_b0057,Table 1 Comparison of enzymatic syntheses of LNT2 and LNnT.,short_caption_with_semantic_anchor,table_caption,Table 1 Comparison of enzymatic syntheses of LNT2 and LNnT.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0147,p2_b0025,Table S2. The Cre/lox system was used for gene integration into the genome.,short_caption_with_semantic_anchor,table_caption,Table S2. The Cre/lox system was used for gene integration into the genome.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0154,p5_b0053,Table 2. Recent advances in the production of full-length antibodies in Escherichia coli.,short_caption_with_semantic_anchor,table_caption,Table 2. Recent advances in the production of full-length antibodies in Escherichia coli.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0167,p2_b0019,Table 1. All primers used for plasmid construction are listed in Table S1.,short_caption_with_semantic_anchor,table_caption,Table 1. All primers used for plasmid construction are listed in Table S1.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0184,p17_b0145,Table S2 (mBio00617-23-S0008.xlsx). The expression levels of predicted GPI proteins.,short_caption_with_semantic_anchor,table_caption,Table S2 (mBio00617-23-S0008.xlsx). The expression levels of predicted GPI proteins.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0196,p4_b0039,Table 1 Strains and plasmids constructed in this study Strains,short_caption_with_semantic_anchor,table_caption,Table 1 Strains and plasmids constructed in this study Strains,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0217,p4_b0072,Table 2. Shake flask level expression of positive transformants.,short_caption_with_semantic_anchor,table_caption,Table 2. Shake flask level expression of positive transformants.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0238,p13_b0193,Table 3. Och1 compared to PDB glycosyltransferases in complex with high-mannose substrate.,short_caption_with_semantic_anchor,table_caption,Table 3. Och1 compared to PDB glycosyltransferases in complex with high-mannose substrate.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0256,p13_b0072,"Table 2: Summary of the effect of 2’FL on GII.4 Sydney [P16] HuNoV replication. List of HIE lines, segment of origin and their respective age are shown. Average log10 fold increase in the absence of 2’FL and with 20 mg/ml 2’FL (percentage reduction) is shown. was not certified by peer review) is the author/funder, who has granted bioRxiv a license to display the preprint in perpetuity. It is made",approved_eval_target_chunk,table_caption,"Table 2: Summary of the effect of 2’FL on GII.4 Sydney [P16] HuNoV replication. List of HIE lines, segment of origin and their respective age are shown. Average log10 fold increase in the absence of 2’FL and with 20 mg/ml 2’FL (percentage reduction) is shown. was not certified by peer review) is the author/funder, who has granted bioRxiv a license to display the preprint in perpetuity. It is made",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0296,p2_b0016,Table 1. Bacterial strains and plasmids used in this study.,short_caption_with_semantic_anchor,table_caption,Table 1. Bacterial strains and plasmids used in this study.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0324,p2_b0038,Table 1. The OSF medium composed of 12.,short_caption_with_semantic_anchor,table_caption,Table 1. The OSF medium composed of 12.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0338,p9_b0092,Table 1. Magnetic resonance imaging for the ROIs not shown in Figure 4.,short_caption_with_semantic_anchor,table_caption,Table 1. Magnetic resonance imaging for the ROIs not shown in Figure 4.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0363,p5_b0023,Table 1. Ingredient composition of milk replacers.,short_caption_with_semantic_anchor,table_caption,Table 1. Ingredient composition of milk replacers.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0380,p10_b0127,Table S1: Characteristics of each population in this study.,short_caption_with_semantic_anchor,table_caption,Table S1: Characteristics of each population in this study.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0397,p17_b0295,Table 3. Gibson Assembly® Kits offer many advantages over other cloning approaches.,short_caption_with_semantic_anchor,table_caption,Table 3. Gibson Assembly® Kits offer many advantages over other cloning approaches.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0422,p4_b0051,Table 2. 1H-NMR analysis of oligosaccharides 1-3 produced from lactose.,short_caption_with_semantic_anchor,table_caption,Table 2. 1H-NMR analysis of oligosaccharides 1-3 produced from lactose.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0438,p9_b0122,Table 3. List of E.,short_caption_with_semantic_anchor,table_caption,Table 3. List of E.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0462,p17_b0255,Table 8. As demonstrated for the enzymes from H.,short_caption_with_semantic_anchor,table_caption,Table 8. As demonstrated for the enzymes from H.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0488,p3_b0044,"Table 1. Data were calculated ac- cording to 2-ΔΔCt method (Livak and Schmittgen, 2001).",short_caption_with_semantic_anchor,table_caption,"Table 1. Data were calculated ac- cording to 2-ΔΔCt method (Livak and Schmittgen, 2001).",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0511,p1_b0013,"Table 1. Unfortunately, the productivity of LNnT was still at a low level.",short_caption_with_semantic_anchor,table_caption,"Table 1. Unfortunately, the productivity of LNnT was still at a low level.",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0565,p3_b0011,"Table 2 Orthogonal design[L27(313)]and the results of experiment(x±s) 注:玉米秸秆的真蛋白含量为 2.05%,粗蛋白含量为 2.80%。 李日强等:固态发酵玉米秸秆生产饲料蛋白发酵培养基研究",short_caption_with_semantic_anchor,table_caption,"Table 2 Orthogonal design[L27(313)]and the results of experiment(x±s) 注:玉米秸秆的真蛋白含量为 2.05%,粗蛋白含量为 2.80%。 李日强等:固态发酵玉米秸秆生产饲料蛋白发酵培养基研究",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0595,p11_b0125,Table S1. Primers used in this study.,short_caption_with_semantic_anchor,table_caption,Table S1. Primers used in this study.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0617,p7_b0085,Table 1. The O/C ratio of RS is 0.,short_caption_with_semantic_anchor,table_caption,Table 1. The O/C ratio of RS is 0.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0675,p2_b0016,"Table 1. List of S. cerevisiae Strains Used strain genotype source AM78 Mat α, PGal1-HMG2(K6R):: HO, ura3, trp1, his3, leu2:: PGal1-IDI1 Mat a/α, PGal1-HMG2(K6R):: HOX2, ura3, trp1, his3, PTDH3-HMG2(K6R)::leu2X2, ERG9/erg9 AM97 Mat a/α, PGal1-HMG2(K6R):: HOX2, ura3, trp1, his3, PTDH3-HMG2(K6R)::leu2X2, ERG9/erg9, UBC7/ubc7. Derived from AM94.",approved_eval_target_chunk,table_caption,"Table 1. List of S. cerevisiae Strains Used strain genotype source AM78 Mat α, PGal1-HMG2(K6R):: HO, ura3, trp1, his3, leu2:: PGal1-IDI1 Mat a/α, PGal1-HMG2(K6R):: HOX2, ura3, trp1, his3, PTDH3-HMG2(K6R)::leu2X2, ERG9/erg9 AM97 Mat a/α, PGal1-HMG2(K6R):: HOX2, ura3, trp1, his3, PTDH3-HMG2(K6R)::leu2X2, ERG9/erg9, UBC7/ubc7. Derived from AM94.",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0707,p7_b0067,Table 3 Antioxidative and antiradical capacities of the broths at 48 h.,short_caption_with_semantic_anchor,table_caption,Table 3 Antioxidative and antiradical capacities of the broths at 48 h.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0001,p3_b0027,Fig. 1. Chemical structures of three HMO types.,short_caption_with_semantic_anchor,figure_caption,Fig. 1. Chemical structures of three HMO types.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0031,p23_b0222,Fig. 22. Reaction mechanism of the MurI enzyme.,short_caption_with_semantic_anchor,figure_caption,Fig. 22. Reaction mechanism of the MurI enzyme.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0059,p3_b0045,Fig. 1. Agarose gel electrophoresis of LF PCR products.,short_caption_with_semantic_anchor,figure_caption,Fig. 1. Agarose gel electrophoresis of LF PCR products.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0080,p6_b0113,Fig. 3 The protein-specific polysialylation of NCAM and NRP-2.,short_caption_with_semantic_anchor,figure_caption,Fig. 3 The protein-specific polysialylation of NCAM and NRP-2.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0114,p10_b0055,FIGURE 6 (See caption on next page),short_caption_with_semantic_anchor,figure_caption,FIGURE 6 (See caption on next page),true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0132,p13_b0102,Figure S1. CAI plots of the 39 endogenous secretory SPs in P.,short_caption_with_semantic_anchor,figure_caption,Figure S1. CAI plots of the 39 endogenous secretory SPs in P.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0142,p6_b0045,Fig. 3. Biochemical characteristics of the purified OUC-Jdch16 with pNP-α-fucose-hydrolyzing activity.,short_caption_with_semantic_anchor,figure_caption,Fig. 3. Biochemical characteristics of the purified OUC-Jdch16 with pNP-α-fucose-hydrolyzing activity.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0167,p6_b0067,Figure 4. Modular engineering of the LNT biosynthesis pathway.,short_caption_with_semantic_anchor,figure_caption,Figure 4. Modular engineering of the LNT biosynthesis pathway.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0180,p14_b0096,Figure 4. Future emphases in microbial 2′-FL production.,short_caption_with_semantic_anchor,figure_caption,Figure 4. Future emphases in microbial 2′-FL production.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0191,p9_b0101,Figure 6. Effect of setA knockout on LNnT and LNT production in 5 L bioreactors.,short_caption_with_semantic_anchor,figure_caption,Figure 6. Effect of setA knockout on LNnT and LNT production in 5 L bioreactors.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0203,p9_b0102,Figure 6. Effect of knocking out iclR on the synthesis of 2′-FL.,short_caption_with_semantic_anchor,figure_caption,Figure 6. Effect of knocking out iclR on the synthesis of 2′-FL.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0230,p6_b0042,"Fig. 4. A. Sequence alignment of Ev6ST, HAC1268, PdST1, St6119, and St6224. B-E. Docking conformations of CMP-Neu5Ac are shown and compared. Donor and Ev6ST are represented by purple and green, respectively. *P ≤ 0.05, **P ≤ 0.01, ***P ≤ 0.001.",approved_eval_target_chunk,figure_caption,"Fig. 4. A. Sequence alignment of Ev6ST, HAC1268, PdST1, St6119, and St6224. B-E. Docking conformations of CMP-Neu5Ac are shown and compared. Donor and Ev6ST are represented by purple and green, respectively. *P ≤ 0.05, **P ≤ 0.01, ***P ≤ 0.001.",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0246,p8_b0082,Figure 6. In vitro biosynthesis of 3-FL via dual-enzyme catalysis.,short_caption_with_semantic_anchor,figure_caption,Figure 6. In vitro biosynthesis of 3-FL via dual-enzyme catalysis.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0284,p6_b0102,Fig. 2: with either sub- strate.,short_caption_with_semantic_anchor,figure_caption,Fig. 2: with either sub- strate.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0309,p5_b0062,FIG. 2. Liberation of lacto-N-biose I from lacto-N-tetraose upon incubation with B.,short_caption_with_semantic_anchor,figure_caption,FIG. 2. Liberation of lacto-N-biose I from lacto-N-tetraose upon incubation with B.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0333,p6_b0098,Figure 4. Binding profiles and structural features of oligosaccharides in HMO fraction 46.,short_caption_with_semantic_anchor,figure_caption,Figure 4. Binding profiles and structural features of oligosaccharides in HMO fraction 46.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0355,p7_b0243,"Fig. 6 | De novo biosynthesis of xanthohumol. a Scheme of xanthohumol pro- duction from DMX by an O-methyltransferase (HlOMT1). b Overexpressing HlOMT1 and HlOMT1sc (codon-optimized for S. cerevisiae) for xanthohumol (XAN) pro- duction. All strains were cultivated in 100 mL shake flasks containing 20 mL of minimal medium. Mean values ± standard deviations are shown (n = 3 independent biological samples). Student’s t-test was used for comparing two groups (*p < 0.05, **p < 0.01, ***p < 0.001). Source data are provided as a Source Data file.",approved_eval_target_chunk,figure_caption,"Fig. 6 | De novo biosynthesis of xanthohumol. a Scheme of xanthohumol pro- duction from DMX by an O-methyltransferase (HlOMT1). b Overexpressing HlOMT1 and HlOMT1sc (codon-optimized for S. cerevisiae) for xanthohumol (XAN) pro- duction. All strains were cultivated in 100 mL shake flasks containing 20 mL of minimal medium. Mean values ± standard deviations are shown (n = 3 independent biological samples). Student’s t-test was used for comparing two groups (*p < 0.05, **p < 0.01, ***p < 0.001). Source data are provided as a Source Data file.",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0382,p10_b0090,Figure S1. The SDS-PAGE analysis of cell extracts from single-gene expression strain.,short_caption_with_semantic_anchor,figure_caption,Figure S1. The SDS-PAGE analysis of cell extracts from single-gene expression strain.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0397,p4_b0072,"Figure 1. (A) Key Discoveries Enabling Molecular Cloning, 1949–1977.",short_caption_with_semantic_anchor,figure_caption,"Figure 1. (A) Key Discoveries Enabling Molecular Cloning, 1949–1977.",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0426,p6_b0081,Figure 2. LN n T + B.,short_caption_with_semantic_anchor,figure_caption,Figure 2. LN n T + B.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0449,p12_b0122,Figure 7. Sialic acids inhibit P[11] PRV 4555 infection at 8 h.,short_caption_with_semantic_anchor,figure_caption,Figure 7. Sialic acids inhibit P[11] PRV 4555 infection at 8 h.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0463,p10_b0093,Figure 6. Schematic representation of 2′-FL production in engineered S.,short_caption_with_semantic_anchor,figure_caption,Figure 6. Schematic representation of 2′-FL production in engineered S.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0481,p17_b0143,Fig. 5. Supplementation differentially affects immune cell subsets in responding patients.,short_caption_with_semantic_anchor,figure_caption,Fig. 5. Supplementation differentially affects immune cell subsets in responding patients.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0510,p4_b0055,Figure 2. LC−MS analysis of LNT II and LNT biosynthesis in strain B1.,short_caption_with_semantic_anchor,figure_caption,Figure 2. LC−MS analysis of LNT II and LNT biosynthesis in strain B1.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0521,p12_b0104,Fig. 4 Metabolic pathway for 3-FL synthesis in engineered E. coli.,short_caption_with_semantic_anchor,figure_caption,Fig. 4 Metabolic pathway for 3-FL synthesis in engineered E. coli.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0573,p8_b0090,Figure 4. Engineering to produce mixed alcohols.,short_caption_with_semantic_anchor,figure_caption,Figure 4. Engineering to produce mixed alcohols.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0607,p71_b0338,Figure 2-19: Relationship between differentt electrocatalytic conditions and mortality (A),short_caption_with_semantic_anchor,figure_caption,Figure 2-19: Relationship between differentt electrocatalytic conditions and mortality (A),true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0635,p12_b0065,Figure 8. Biosynthesis of sweet mogrosides using engineered S.,short_caption_with_semantic_anchor,figure_caption,Figure 8. Biosynthesis of sweet mogrosides using engineered S.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0670,p4_b0065,Figure 1. CRISPR/Cas9 constructs used in this study.,short_caption_with_semantic_anchor,figure_caption,Figure 1. CRISPR/Cas9 constructs used in this study.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0708,p12_b0035,"Figure 1.1 Composition and structure of lignocellulose(Bhujbal et al., 2021)",short_caption_with_semantic_anchor,figure_caption,"Figure 1.1 Composition and structure of lignocellulose(Bhujbal et al., 2021)",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_signoff/protected_caption_review.csv
doc_0002,p6_b0083,Fig. 1. Mean ± Standard Deviation Daily Average Body Weight (N = 6 at all timepoints).,short_caption_with_semantic_anchor,figure_caption,Fig. 1. Mean ± Standard Deviation Daily Average Body Weight (N = 6 at all timepoints).,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0003,p4_b0043,Fig. 2. Cradle-to-grave carbon footprints comparison between bio-based PHA and fossil-based plastics.,short_caption_with_semantic_anchor,figure_caption,Fig. 2. Cradle-to-grave carbon footprints comparison between bio-based PHA and fossil-based plastics.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0003,p9_b0087,Fig. 6. Economic optimization pathway for PHA production and comparison with fossil-based plastic.,short_caption_with_semantic_anchor,figure_caption,Fig. 6. Economic optimization pathway for PHA production and comparison with fossil-based plastic.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0009,p2_b0018,Fig. 1. Metabolic pathway of 6′-SL biosynthesis in engineering E.,short_caption_with_semantic_anchor,figure_caption,Fig. 1. Metabolic pathway of 6′-SL biosynthesis in engineering E.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0009,p5_b0048,Fig. 3. LC-MS analysis of 6′-SL biosynthesis in strain BZ1.,short_caption_with_semantic_anchor,figure_caption,Fig. 3. LC-MS analysis of 6′-SL biosynthesis in strain BZ1.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0009,p6_b0056,Fig. 4. Plasmid combinatorial optimization for 6′-SL production.,short_caption_with_semantic_anchor,figure_caption,Fig. 4. Plasmid combinatorial optimization for 6′-SL production.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0009,p7_b0062,Fig. 5. Effects of optimized expression of UDP-GlcNAc on 6′-SL.,short_caption_with_semantic_anchor,figure_caption,Fig. 5. Effects of optimized expression of UDP-GlcNAc on 6′-SL.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0009,p8_b0066,"Fig. 6. Effects of deletion of lacZ, nanA, pfkA and nagB on 6′-SL production.",short_caption_with_semantic_anchor,figure_caption,"Fig. 6. Effects of deletion of lacZ, nanA, pfkA and nagB on 6′-SL production.",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0010,p4_b0079,Fig. 3. Localization of posttranslational modifications in bovine OPN.,short_caption_with_semantic_anchor,figure_caption,Fig. 3. Localization of posttranslational modifications in bovine OPN.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0013,p3_b0032,Fig. 1. Abundance of representative bacteria species showed locational differences in three vessels.,short_caption_with_semantic_anchor,figure_caption,Fig. 1. Abundance of representative bacteria species showed locational differences in three vessels.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0014,p3_b0031,TABLE 1 Summary of genome equivalents (GE) per 50% tissue culture infectious dose (TCID50),short_caption_with_semantic_anchor,table_caption,TABLE 1 Summary of genome equivalents (GE) per 50% tissue culture infectious dose (TCID50),true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0015,p10_b0058,Fig. 5. 2 -FL regulated LPS-induced macrophage polarization in RAW264.,short_caption_with_semantic_anchor,figure_caption,Fig. 5. 2 -FL regulated LPS-induced macrophage polarization in RAW264.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0016,p10_b0058,Fig. 5. 2 -FL regulated LPS-induced macrophage polarization in RAW264.,short_caption_with_semantic_anchor,figure_caption,Fig. 5. 2 -FL regulated LPS-induced macrophage polarization in RAW264.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0017,p3_b0026,Figure 2. Optimizing the reaction conditions for TMSD.,short_caption_with_semantic_anchor,figure_caption,Figure 2. Optimizing the reaction conditions for TMSD.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0017,p4_b0039,Figure 3. Performance and validation of the CRISPR-TMSD assay.,short_caption_with_semantic_anchor,figure_caption,Figure 3. Performance and validation of the CRISPR-TMSD assay.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0017,p7_b0070,Figure 5. Multiplexed detection of a SARS-CoV-2 gene was performed using CRISPR-TMSD.,short_caption_with_semantic_anchor,figure_caption,Figure 5. Multiplexed detection of a SARS-CoV-2 gene was performed using CRISPR-TMSD.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
