doc_id,block_id,caption_text,protect_reason,found_block_type_after,found_text_after,preserved,source
doc_0364,p9_b0101,Figure 5. MD analysis of mutation effects on enzyme−ligand complexes.,short_caption_with_semantic_anchor,figure_caption,Figure 5. MD analysis of mutation effects on enzyme−ligand complexes.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0365,p10_b0114,"Figure 6. (a−d) Yields of 6′-SL synthesized by BoS8, BdS16, BxS27, and BsS29 and all of the mutants obtained by “property grafting” of G185C and G398H, respectively.",approved_eval_target_chunk,figure_caption,"Figure 6. (a−d) Yields of 6′-SL synthesized by BoS8, BdS16, BxS27, and BsS29 and all of the mutants obtained by “property grafting” of G185C and G398H, respectively.",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0365,p3_b0037,Table S2. The resulting PCR products were transformed into E.,short_caption_with_semantic_anchor,table_caption,Table S2. The resulting PCR products were transformed into E.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0365,p8_b0094,Figure 4. Transglycosylation yields of the BiS47 mutants.,short_caption_with_semantic_anchor,figure_caption,Figure 4. Transglycosylation yields of the BiS47 mutants.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0365,p9_b0102,Figure 5. MD analysis of mutation effects on enzyme−ligand complexes.,short_caption_with_semantic_anchor,figure_caption,Figure 5. MD analysis of mutation effects on enzyme−ligand complexes.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0366,p10_b0085,Fig. 7. Levels of (A) Th1-type and (B) Th2-type cytokines in lung tissues.,short_caption_with_semantic_anchor,figure_caption,Fig. 7. Levels of (A) Th1-type and (B) Th2-type cytokines in lung tissues.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0366,p3_b0026,Fig. 1. Allergic phenotypes and endotypes in ovalbumin-sensitized mice.,short_caption_with_semantic_anchor,figure_caption,Fig. 1. Allergic phenotypes and endotypes in ovalbumin-sensitized mice.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0366,p7_b0057,Fig. 4. The Chao1(A) and (B) Shannon indices for alpha diversity of ileum flora.,short_caption_with_semantic_anchor,figure_caption,Fig. 4. The Chao1(A) and (B) Shannon indices for alpha diversity of ileum flora.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0366,p8_b0064,Fig. 5. Luminal pH (A) and total organic acids (B) in the ileum.,short_caption_with_semantic_anchor,figure_caption,Fig. 5. Luminal pH (A) and total organic acids (B) in the ileum.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0366,p9_b0077,Fig. 6. Clusters of Orthologous Groups database-based functional analysis of ileum flora.,short_caption_with_semantic_anchor,figure_caption,Fig. 6. Clusters of Orthologous Groups database-based functional analysis of ileum flora.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0367,p2_b0010,Figure 1. Opto-T7RNAP engineering strategy.,short_caption_with_semantic_anchor,figure_caption,Figure 1. Opto-T7RNAP engineering strategy.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0367,p5_b0045,Figure 3. Dynamic experiments with Opto-T7RNAP*(563-F1).,short_caption_with_semantic_anchor,figure_caption,Figure 3. Dynamic experiments with Opto-T7RNAP*(563-F1).,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0367,p6_b0057,Figure 4. Characterization of Opto-T7RNAP expression set points and blue light dose−response.,short_caption_with_semantic_anchor,figure_caption,Figure 4. Characterization of Opto-T7RNAP expression set points and blue light dose−response.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0367,p6_b0059,"Figure 5. Comparison of Opto-T7RNAPs to paT7P-148 (Supporting Information: paT7P-1 Characterization). (A) Dark-state basal expression and light-induced steady-state expression of paT7P-1, Opto-T7RNAP*(563), and Opto-T7RNAP(563) with fold induction depicted above the bars. Raw values of mCherry (au) are shown in Table S3. (B) Single-cell distributions of dark-state and light-induced steady-state expression of paT7P-1 (gray) and Opto-T7RNAP*(563) (blue). (C) Dark-state reversal of paT7P-1 in comparison to Opto-T7RNAP*(563) and Opto-T7RNAP*(563-F1).",doc_0367_figure5_known_good_anchor,figure_caption,"Figure 5. Comparison of Opto-T7RNAPs to paT7P-148 (Supporting Information: paT7P-1 Characterization). (A) Dark-state basal expression and light-induced steady-state expression of paT7P-1, Opto-T7RNAP*(563), and Opto-T7RNAP(563) with fold induction depicted above the bars. Raw values of mCherry (au) are shown in Table S3. (B) Single-cell distributions of dark-state and light-induced steady-state expression of paT7P-1 (gray) and Opto-T7RNAP*(563) (blue). (C) Dark-state reversal of paT7P-1 in comparison to Opto-T7RNAP*(563) and Opto-T7RNAP*(563-F1).",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0368,p3_b0046,Figure 1. Secretion of recom- binant proteins in E.,short_caption_with_semantic_anchor,figure_caption,Figure 1. Secretion of recom- binant proteins in E.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0370,p7_b0059,FIGURE 4: Preweaning exposure to HMOs altered the intestinal microbiota composition.,short_caption_with_semantic_anchor,figure_caption,FIGURE 4: Preweaning exposure to HMOs altered the intestinal microbiota composition.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0370,p9_b0076,FIGURE 5: Treatment with HMOs altered microbial metabolites in the gut and serum.,short_caption_with_semantic_anchor,figure_caption,FIGURE 5: Treatment with HMOs altered microbial metabolites in the gut and serum.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0371,p6_b0070,"FIG 2 Genomic characteristics of the four largely uncultivated Roseobacter lineages (CHAB-I-5, SAG-O19, DC5-80-3, and NAC11-7), cultured roseobacters, and GOS metagenomic Roseobacter reads. (A) Scatter plot of the percentage of noncoding DNA and the estimated genome size. (B) Frequency distribution of the G C content of GOS Roseobacter reads and cultured roseobacters. G C contents of the four major lineages are indicated by arrows along the x axis. (C) Number of sigma factors plotted against the length of assembled genomes for the four major lineages, as well as another 116 roseobacters, 20 SAR11, 7 SAR116, and 500 other Alphaproteobacteria genomes. The embedded panel displays the overall trend of the regression line, whereas the main graph provides a closeup view of the genome size between 0 to 5 Mbp in length. Data points from the four major lineages are symbolized with triangles and others with round dots. The data were fitted to a negative binomial generalized linear model with a log link, and the lighter blue shades confine the 95% confidence intervals. All four panels are colored with the same strategy: red for CHAB-I-5, pink for DC5-80-3, yellow for NAC11-7, brown for SAG-O19, green for GOS Roseobacter reads, blue for other roseobacters, cyan for SAR11, lime for SAR116, and gray for other members of the Alphaproteobacteria.",approved_eval_target_chunk,figure_caption,"FIG 2 Genomic characteristics of the four largely uncultivated Roseobacter lineages (CHAB-I-5, SAG-O19, DC5-80-3, and NAC11-7), cultured roseobacters, and GOS metagenomic Roseobacter reads. (A) Scatter plot of the percentage of noncoding DNA and the estimated genome size. (B) Frequency distribution of the G C content of GOS Roseobacter reads and cultured roseobacters. G C contents of the four major lineages are indicated by arrows along the x axis. (C) Number of sigma factors plotted against the length of assembled genomes for the four major lineages, as well as another 116 roseobacters, 20 SAR11, 7 SAR116, and 500 other Alphaproteobacteria genomes. The embedded panel displays the overall trend of the regression line, whereas the main graph provides a closeup view of the genome size between 0 to 5 Mbp in length. Data points from the four major lineages are symbolized with triangles and others with round dots. The data were fitted to a negative binomial generalized linear model with a log link, and the lighter blue shades confine the 95% confidence intervals. All four panels are colored with the same strategy: red for CHAB-I-5, pink for DC5-80-3, yellow for NAC11-7, brown for SAG-O19, green for GOS Roseobacter reads, blue for other roseobacters, cyan for SAR11, lime for SAR116, and gray for other members of the Alphaproteobacteria.",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0371,p7_b0073,"TABLE 2 Percentages of the lineages CHAB-I-5, SAG-O19, NAC11-7, and DC5-80-3 in the free-living and particle-associated Roseobacter communities at different temperature zones Living style; geographical Total no. of roseobacter reads % of lineage in community FL; tropical 348,245 6.7 3.2 45.6 5.2 FL; temperate 1,002,370 9.2 23.1 12.9 30.3 FL; polar 184,498 3.3 35.0 3.6 14.6 PA; tropical 3,331 10.8 2.8 28.7 4.2 PA; temperate 366,145 10.7 33.3 4.6 12.5 PA; polar 276,186 2.4 26.5 1.9 8.3 a FL, free-living; PA, particle associated. Geographical zones: tropical, between 23.5°S and 23.5°N latitude; temperate, from 23.5°N and 66.5°N and from 23.5°S to 66.5°S; polar, from 66.5°N to the North Pole and from 66.5°S to the South Pole.",approved_eval_target_chunk,table_caption,"TABLE 2 Percentages of the lineages CHAB-I-5, SAG-O19, NAC11-7, and DC5-80-3 in the free-living and particle-associated Roseobacter communities at different temperature zones Living style; geographical Total no. of roseobacter reads % of lineage in community FL; tropical 348,245 6.7 3.2 45.6 5.2 FL; temperate 1,002,370 9.2 23.1 12.9 30.3 FL; polar 184,498 3.3 35.0 3.6 14.6 PA; tropical 3,331 10.8 2.8 28.7 4.2 PA; temperate 366,145 10.7 33.3 4.6 12.5 PA; polar 276,186 2.4 26.5 1.9 8.3 a FL, free-living; PA, particle associated. Geographical zones: tropical, between 23.5°S and 23.5°N latitude; temperate, from 23.5°N and 66.5°N and from 23.5°S to 66.5°S; polar, from 66.5°N to the North Pole and from 66.5°S to the South Pole.",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0376,p11_b0088,Table S1. Sequences of primers for genes and intestinal bacteria.,short_caption_with_semantic_anchor,table_caption,Table S1. Sequences of primers for genes and intestinal bacteria.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0376,p4_b0039,Table S1. Each reac- tion was run in a volume of 25 μL with 12.,short_caption_with_semantic_anchor,table_caption,Table S1. Each reac- tion was run in a volume of 25 μL with 12.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0377,p5_b0052,TABLE 1 Demographic and baseline characteristics (safety population).,short_caption_with_semantic_anchor,table_caption,TABLE 1 Demographic and baseline characteristics (safety population).,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0377,p5_b0082,TABLE 4 Analysis of mean daily weight gain (grams) (PP population).,short_caption_with_semantic_anchor,table_caption,TABLE 4 Analysis of mean daily weight gain (grams) (PP population).,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0377,p7_b0101,TABLE 5 Weight gain as a function of age at enrollment.,short_caption_with_semantic_anchor,table_caption,TABLE 5 Weight gain as a function of age at enrollment.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0377,p7_b0107,TABLE 6 Adverse events by system organ class and preferred term (safety population).,short_caption_with_semantic_anchor,table_caption,TABLE 6 Adverse events by system organ class and preferred term (safety population).,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0378,p11_b0074,Figure 3. Effect of f-HMO treatment on FD4 permeability on Caco2 cells.,short_caption_with_semantic_anchor,figure_caption,Figure 3. Effect of f-HMO treatment on FD4 permeability on Caco2 cells.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0378,p12_b0086,Figure 4. Impact of f-HMO treatment on cytokine secretion of Caco2 cells.,short_caption_with_semantic_anchor,figure_caption,Figure 4. Impact of f-HMO treatment on cytokine secretion of Caco2 cells.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0378,p12_b0089,"Figure 4. Impact of f-HMO treatment on cytokine secretion of Caco2 cells. Caco2 cells grown on transwells were treated with f-2’FL, f-LNnT, and f-MIX samples, for 24 h. Total amount of secreted cytokines GRO-α, IL-6, IL-8, and TGF-β1–3 are shown (pg). Medium only treated cells (BL) and 5 mM butyratetreated cells were included as controls. The p-values shown alongside each comparison are FDR-corrected (see Section 2 for details).",approved_eval_target_chunk,figure_caption,"Figure 4. Impact of f-HMO treatment on cytokine secretion of Caco2 cells. Caco2 cells grown on transwells were treated with f-2’FL, f-LNnT, and f-MIX samples, for 24 h. Total amount of secreted cytokines GRO-α, IL-6, IL-8, and TGF-β1–3 are shown (pg). Medium only treated cells (BL) and 5 mM butyratetreated cells were included as controls. The p-values shown alongside each comparison are FDR-corrected (see Section 2 for details).",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0380,p4_b0037,Table 1. The male-to-female ratio in each group was identical.,short_caption_with_semantic_anchor,table_caption,Table 1. The male-to-female ratio in each group was identical.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0380,p4_b0039,Table 1. Characteristics of the study population.,short_caption_with_semantic_anchor,table_caption,Table 1. Characteristics of the study population.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0380,p5_b0058,Table 2. Adverse events according to the groups over the total study period.,short_caption_with_semantic_anchor,table_caption,Table 2. Adverse events according to the groups over the total study period.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0381,p3_b0037,Figure 1. Construction of the metabolically engineered E.,short_caption_with_semantic_anchor,figure_caption,Figure 1. Construction of the metabolically engineered E.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0381,p5_b0056,Figure 4. Introduction of BbhI for LNT and LNTri II production.,short_caption_with_semantic_anchor,figure_caption,Figure 4. Introduction of BbhI for LNT and LNTri II production.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0382,p2_b0026,Table 1. All plas- mid constructions were performed using E.,short_caption_with_semantic_anchor,table_caption,Table 1. All plas- mid constructions were performed using E.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0384,p4_b0038,Fig. 3. Screening for TFBSs on natural promoters.,short_caption_with_semantic_anchor,figure_caption,Fig. 3. Screening for TFBSs on natural promoters.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0384,p6_b0063,Fig. 4. Strength Identification of Yeast Endogenous Promoters and Validation of TFBSs Combination.,short_caption_with_semantic_anchor,figure_caption,Fig. 4. Strength Identification of Yeast Endogenous Promoters and Validation of TFBSs Combination.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0385,p34_b0604,Figure 5. Investigation of cofactor supply in periplasm affecting SAA biosynthesis. (A),short_caption_with_semantic_anchor,figure_caption,Figure 5. Investigation of cofactor supply in periplasm affecting SAA biosynthesis. (A),true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0385,p39_b0696,Figure 6. Investigation of FADH2 supply in cytoplasm affecting SAA biosynthesis. (A),short_caption_with_semantic_anchor,figure_caption,Figure 6. Investigation of FADH2 supply in cytoplasm affecting SAA biosynthesis. (A),true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0385,p42_b0737,Figure 7. Combinatorial engineering of cytoplasm and periplasm for SAA production. (A),short_caption_with_semantic_anchor,figure_caption,Figure 7. Combinatorial engineering of cytoplasm and periplasm for SAA production. (A),true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0387,p11_b0106,"Figure S4 Western blot analysis of FliC, OmpC, and Crp.",short_caption_with_semantic_anchor,figure_caption,"Figure S4 Western blot analysis of FliC, OmpC, and Crp.",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0387,p12_b0110,Figure S6 eDNA in biofilms of BW25113 and RN102. (A),short_caption_with_semantic_anchor,figure_caption,Figure S6 eDNA in biofilms of BW25113 and RN102. (A),true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0387,p12_b0112,Table S1 Oligonucleotides used in this study. (XLS),short_caption_with_semantic_anchor,table_caption,Table S1 Oligonucleotides used in this study. (XLS),true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0387,p4_b0039,Figure 3. Autoaggregation phenotype by LPS mutants.,short_caption_with_semantic_anchor,figure_caption,Figure 3. Autoaggregation phenotype by LPS mutants.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0387,p5_b0046,Figure 5. Loss of flagella in RN102.,short_caption_with_semantic_anchor,figure_caption,Figure 5. Loss of flagella in RN102.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0387,p7_b0061,Figure 7. Loss of outer membrane integrity in strain RN102.,short_caption_with_semantic_anchor,figure_caption,Figure 7. Loss of outer membrane integrity in strain RN102.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0387,p8_b0068,Figure 8. Analysis of OMV preparations.,short_caption_with_semantic_anchor,figure_caption,Figure 8. Analysis of OMV preparations.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0388,p4_b0041,Table 2 Primers used in this study Primers Sequence (5′-3′),short_caption_with_semantic_anchor,table_caption,Table 2 Primers used in this study Primers Sequence (5′-3′),true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0389,p11_b0076,Fig. 4. Performance and troubleshooting of H16B engineered mutants in large-scale fed-batch fermentation.,short_caption_with_semantic_anchor,figure_caption,Fig. 4. Performance and troubleshooting of H16B engineered mutants in large-scale fed-batch fermentation.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0389,p8_b0070,Fig. 2. Screening for high-oil consumption strains.,short_caption_with_semantic_anchor,figure_caption,Fig. 2. Screening for high-oil consumption strains.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0389,p9_b0073,"Fig. 3. Mechanism of the H16_A3043/H16_A3044 two-component system in enhancing oil consumption and PHA production. (A) Log2 fold change of metabolites in ΔA3043 compared to H16B at 10 h, normalized to residual cell mass. Metabolites associated with fatty acid oxidation and PHA biosynthesis are labeled in red, while those involved in nucleotide biosynthesis are labeled in green. (B) Percentage of PHA in biomass in ΔA3043 compared to H16B at 10 h and 32 h. (C) Log2 fold change of ribose-5-phosphate (R5P) and inosine monophosphate (IMP) in ΔA3043 compared to H16B at 10 h and 32 h, normalized to residual cell mass. (D) Growth curves of ΔA3043 and H16B in nutrient-rich and phosphorus-free media. (E) Gene transcription enrichment analysis in ΔA3043 compared to H16B at 10 h and 32 h. Data are shown as means ± SEM, n ≥ 3. Statistical significance in (B) and (C) was determined using a two-tailed Student’s t-test (*p < 0.05, **p < 0.01, ***p < 0.001). (For interpretation of the references to color in this figure legend, the reader is referred to the Web version of this article.)",approved_eval_target_chunk,figure_caption,"Fig. 3. Mechanism of the H16_A3043/H16_A3044 two-component system in enhancing oil consumption and PHA production. (A) Log2 fold change of metabolites in ΔA3043 compared to H16B at 10 h, normalized to residual cell mass. Metabolites associated with fatty acid oxidation and PHA biosynthesis are labeled in red, while those involved in nucleotide biosynthesis are labeled in green. (B) Percentage of PHA in biomass in ΔA3043 compared to H16B at 10 h and 32 h. (C) Log2 fold change of ribose-5-phosphate (R5P) and inosine monophosphate (IMP) in ΔA3043 compared to H16B at 10 h and 32 h, normalized to residual cell mass. (D) Growth curves of ΔA3043 and H16B in nutrient-rich and phosphorus-free media. (E) Gene transcription enrichment analysis in ΔA3043 compared to H16B at 10 h and 32 h. Data are shown as means ± SEM, n ≥ 3. Statistical significance in (B) and (C) was determined using a two-tailed Student’s t-test (*p < 0.05, **p < 0.01, ***p < 0.001). (For interpretation of the references to color in this figure legend, the reader is referred to the Web version of this article.)",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0390,p10_b0100,Table 1. Hippocampal IL-10 Vehicle-LNFPIII GWI-Vehicle GWI-LNFPIII GWI-Vehicle vs GWI-LNFPIII Region Dorsal 0.95 0.43 0.89 1.15 0.73 0.74 1.04 0.26 0.90 0.83 Ventral 1.41 0.38 0.48 1.11 0.34 0.84,short_caption_with_semantic_anchor,table_caption,Table 1. Hippocampal IL-10 Vehicle-LNFPIII GWI-Vehicle GWI-LNFPIII GWI-Vehicle vs GWI-LNFPIII Region Dorsal 0.95 0.43 0.89 1.15 0.73 0.74 1.04 0.26 0.90 0.83 Ventral 1.41 0.38 0.48 1.11 0.34 0.84,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0390,p3_b0029,Fig. 1. Experimental and behavioral timelines.,short_caption_with_semantic_anchor,figure_caption,Fig. 1. Experimental and behavioral timelines.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0390,p7_b0083,Fig. 3. Long-term motor effects of prior GWI exposure and delayed LNFPIII treatment.,short_caption_with_semantic_anchor,figure_caption,Fig. 3. Long-term motor effects of prior GWI exposure and delayed LNFPIII treatment.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0390,p8_b0091,Fig. 4. Long-term mood effects of prior GWI exposure and delayed LNFPIII treatment.,short_caption_with_semantic_anchor,figure_caption,Fig. 4. Long-term mood effects of prior GWI exposure and delayed LNFPIII treatment.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0391,p12_b0088,Table S2. The quantitation of 16S rRNA was used to normalize the data.,short_caption_with_semantic_anchor,table_caption,Table S2. The quantitation of 16S rRNA was used to normalize the data.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0391,p12_b0090,TABLE 1 Strains used in this study,short_caption_with_semantic_anchor,table_caption,TABLE 1 Strains used in this study,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0394,p3_b0026,Table S1. The total RNA of cells and C.,short_caption_with_semantic_anchor,table_caption,Table S1. The total RNA of cells and C.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0394,p4_b0042,Fig. 1. Cytotoxicity of LNFPI and its inhibition of EV71 in RD cells.,short_caption_with_semantic_anchor,figure_caption,Fig. 1. Cytotoxicity of LNFPI and its inhibition of EV71 in RD cells.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0394,p5_b0050,Fig. 3. LNFPI reduced EV71-induced oxidative stress in RD cells.,short_caption_with_semantic_anchor,figure_caption,Fig. 3. LNFPI reduced EV71-induced oxidative stress in RD cells.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0394,p6_b0052,"Fig. 4. LNFPI mitigated EV71-associated cell apoptosis in mitochondria-dependent and death-receptor manner. (a) The Hoechst 33,258 assay was performed in EV71-induced RD cells with or without LNFPI pre-treatment and observed using fluorescence microscopy with × 100 and × 200 magnifications. (b) LNFPI affected apoptosis rates of RD cells subjected to PI and Annexin V staining after EV71 invasion using flow cytometry. (c) The caspase activity with and without LNFPI pre- treatment was examined. (d, e) The mRNA expressions of apoptosis-associated genes were calculated and displayed in bar graphs (*p < 0.05, **p < 0.01 compared with the normal group; #p < 0.05, ##p < 0.01 compared with the model group).",approved_eval_target_chunk,figure_caption,"Fig. 4. LNFPI mitigated EV71-associated cell apoptosis in mitochondria-dependent and death-receptor manner. (a) The Hoechst 33,258 assay was performed in EV71-induced RD cells with or without LNFPI pre-treatment and observed using fluorescence microscopy with × 100 and × 200 magnifications. (b) LNFPI affected apoptosis rates of RD cells subjected to PI and Annexin V staining after EV71 invasion using flow cytometry. (c) The caspase activity with and without LNFPI pre- treatment was examined. (d, e) The mRNA expressions of apoptosis-associated genes were calculated and displayed in bar graphs (*p < 0.05, **p < 0.01 compared with the normal group; #p < 0.05, ##p < 0.01 compared with the model group).",true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0394,p7_b0056,Fig. 6. Anti-apoptotic effect of LNFPI treatment on C.,short_caption_with_semantic_anchor,figure_caption,Fig. 6. Anti-apoptotic effect of LNFPI treatment on C.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0395,p11_b0104,Fig. 4. Multidrug efflux pumps and QS in Pseudomonas aeruginosa.,short_caption_with_semantic_anchor,figure_caption,Fig. 4. Multidrug efflux pumps and QS in Pseudomonas aeruginosa.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0395,p2_b0020,Fig. 1. RND efflux pump gene structure and regulation.,short_caption_with_semantic_anchor,figure_caption,Fig. 1. RND efflux pump gene structure and regulation.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0395,p3_b0029,Fig. 2. Functional role of MDR pumps in clinical and nonclinical environ- ments.,short_caption_with_semantic_anchor,figure_caption,Fig. 2. Functional role of MDR pumps in clinical and nonclinical environ- ments.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0397,p12_b0188,Figure 6. Overview of Gibson Assembly® SDM of a circular template.,short_caption_with_semantic_anchor,figure_caption,Figure 6. Overview of Gibson Assembly® SDM of a circular template.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0397,p13_b0199,Figure 7. Overview of Gibson Assembly® Site-Directed Mutagenesis of a linear template.,short_caption_with_semantic_anchor,figure_caption,Figure 7. Overview of Gibson Assembly® Site-Directed Mutagenesis of a linear template.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
doc_0397,p15_b0225,Figure 9. Gibson Assembly® Shotgun Cloning.,short_caption_with_semantic_anchor,figure_caption,Figure 9. Gibson Assembly® Shotgun Cloning.,true,/home/gmy/bio-agent-workspace/bge-service/reports/phase5d_caption_cleanup_audit/protected_short_captions.csv
